,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos\'a0Summary,Name-additional\
155,Aroldis\'a0Chapman*,35,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,chapmar01\
156,Aroldis\'a0Chapman*,35,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,chapmar01\
157,Matt\'a0Chapman,30,TOR,AL,125,520,455,61,113,36,1,15,50,3,2,58,148,0.248,0.338,0.431,0.769,111,196,4,5,0,2,1,*5/DH,chapmma01\
158,Michael\'a0Chavis,27,WSN,NL,42,90,85,13,21,3,0,2,5,1,0,5,29,0.247,0.289,0.353,0.642,78,30,3,0,0,0,0,4H/35D79,chavimi01\
159,Jazz\'a0Chisholm\'a0Jr.*,25,MIA,NL,78,309,287,39,73,8,2,16,40,19,3,18,92,0.254,0.302,0.463,0.765,105,133,2,2,1,1,0,8/HD,chishja01\
160,Ji\'a0Man\'a0Choi*,32,TOT,NL,30,92,84,12,15,4,0,6,11,0,0,7,30,0.179,0.239,0.44,0.68,80,37,1,0,0,1,0,D/3H,choiji01\
161,Ji\'a0Man\'a0Choi*,32,PIT,NL,23,76,73,9,15,4,0,6,11,0,0,2,27,0.205,0.224,0.507,0.731,90,37,1,0,0,1,0,D/3H,choiji01\
162,Ji\'a0Man\'a0Choi*,32,SDP,NL,7,16,11,3,0,0,0,0,0,0,0,5,3,0,0.313,0,0.313,0,0,0,0,0,0,0,/D3H,choiji01\
163,Taylor\'a0Clarke,30,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,clarkta01\
164,Kody\'a0Clemens*,27,PHI,NL,47,148,139,15,32,7,0,4,13,0,0,8,40,0.23,0.277,0.367,0.644,75,51,1,1,0,0,0,3/H1D96,clemeko01\
165,Ernie\'a0Clement,27,TOR,AL,22,42,40,7,17,1,1,1,9,1,0,1,4,0.425,0.429,0.575,1.004,175,23,0,0,0,1,0,6/H45D1,clemeer01\
166,Oscar\'a0Col\'e1s*,24,CHW,AL,74,260,242,32,53,9,0,5,19,4,3,12,70,0.219,0.26,0.318,0.578,57,77,4,2,2,2,1,9/8HD,colasos01\
167,Dylan\'a0Coleman,26,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,colemdy01\
168,Zack\'a0Collins*,28,CLE,AL,2,6,4,0,2,0,0,0,0,0,0,2,2,0.5,0.667,0.5,1.167,234,2,0,0,0,0,0,/2,colliza01\
169,Michael\'a0Conforto*,30,SFG,NL,111,426,370,55,93,12,0,15,55,4,0,47,97,0.251,0.343,0.405,0.748,106,150,10,6,0,3,4,*9D7/H,confomi01\
170,William\'a0Contreras,25,MIL,NL,119,512,456,71,128,33,1,15,67,4,1,50,103,0.281,0.357,0.456,0.814,120,208,19,5,0,1,1,2D/H,contrwi02\
171,Willson\'a0Contreras,31,STL,NL,118,469,406,52,103,26,0,18,61,6,3,47,109,0.254,0.348,0.451,0.799,118,183,11,13,1,2,0,2D/H,contrwi01\
172,Garrett\'a0Cooper,32,TOT,NL,107,406,379,36,98,16,1,15,57,0,0,23,118,0.259,0.303,0.425,0.728,97,161,13,2,0,2,0,3DH,coopega03\
173,Garrett\'a0Cooper,32,MIA,NL,82,324,305,28,78,11,1,13,46,0,0,17,97,0.256,0.296,0.426,0.723,95,130,9,1,0,1,0,3D/H,coopega03\
174,Garrett\'a0Cooper,32,SDP,NL,25,82,74,8,20,5,0,2,11,0,0,6,21,0.27,0.329,0.419,0.748,109,31,4,1,0,1,0,3D/H,coopega03\
175,Franchy\'a0Cordero*,28,NYY,AL,24,71,69,9,13,2,0,6,13,0,0,2,25,0.188,0.211,0.478,0.69,81,33,0,0,0,0,0,9/7H,cordefr02\
176,Carlos\'a0Correa,28,MIN,AL,127,550,488,56,113,27,2,18,63,0,0,55,124,0.232,0.313,0.406,0.718,95,198,29,4,0,3,3,*6,correca01\
177,Danny\'a0Coulombe*,33,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,couloda01\
178,Colton\'a0Cowser*,23,BAL,AL,26,77,61,15,7,2,0,0,4,1,0,13,22,0.115,0.286,0.148,0.433,26,9,1,2,0,1,0,98/7H,cowseco01\
179,Austin\'a0Cox*,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,coxau01\
180,Brandon\'a0Crawford*,36,SFG,NL,81,282,250,27,50,10,1,6,34,3,0,23,73,0.2,0.274,0.32,0.594,64,80,5,4,1,4,1,6/H1,crawfbr01\
181,J.P.\'a0Crawford*,28,SEA,AL,124,542,451,82,120,28,0,15,50,2,0,81,109,0.266,0.382,0.428,0.81,127,193,6,5,3,2,1,*6/H,crawfjp01\
182,Kutter\'a0Crawford,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,crawfku01\
183,C.J.\'a0Cron,33,TOT,MLB,70,274,254,38,64,12,0,12,37,0,0,17,64,0.252,0.299,0.441,0.74,90,112,13,1,0,2,0,3/DH,croncj01\
184,C.J.\'a0Cron,33,COL,NL,56,224,208,31,54,12,0,11,32,0,0,13,50,0.26,0.304,0.476,0.78,98,99,10,1,0,2,0,3/DH,croncj01\
185,C.J.\'a0Cron,33,LAA,AL,14,50,46,7,10,0,0,1,5,0,0,4,14,0.217,0.28,0.283,0.563,53,13,3,0,0,0,0,3/H,croncj01\
186,Jake\'a0Cronenworth*,29,SDP,NL,127,522,458,54,105,24,7,10,48,6,1,46,97,0.229,0.312,0.378,0.689,93,173,8,11,1,5,2,*34/H,croneja01\
187,Nelson\'a0Cruz,42,SDP,NL,49,152,143,9,35,5,1,5,23,1,0,6,46,0.245,0.283,0.399,0.681,89,57,2,2,0,1,1,DH/3,cruzne02\
188,Oneil\'a0Cruz*,24,PIT,NL,9,40,32,7,8,1,0,1,4,3,0,7,8,0.25,0.375,0.375,0.75,105,12,0,0,0,1,0,/6,cruzon01\
189,Charlie\'a0Culberson,34,ATL,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,438,1,0,0,0,0,0,/DH,culbech01\
190,Travis\'a0d'Arnaud,34,ATL,NL,61,241,222,29,54,11,0,11,38,0,0,17,51,0.243,0.299,0.441,0.74,94,98,6,1,0,1,0,2/DH,darnatr01\
191,David\'a0Dahl*,29,SDP,NL,4,9,9,1,1,0,0,1,1,0,0,0,2,0.111,0.111,0.444,0.556,45,4,0,0,0,0,0,/9H,dahlda01\
192,Bobby\'a0Dalbec,28,BOS,AL,10,14,12,1,2,0,0,0,0,1,0,2,8,0.167,0.286,0.167,0.452,27,2,0,0,0,0,0,/H3D456,dalbebo01\
193,Henry\'a0Davis,23,PIT,NL,51,209,183,24,39,8,0,5,18,3,4,22,48,0.213,0.306,0.339,0.645,75,62,2,3,0,1,2,9/2DH,davishe01\
194,J.D.\'a0Davis,30,SFG,NL,130,501,442,55,110,20,1,17,63,1,0,45,143,0.249,0.323,0.414,0.737,102,183,15,6,0,6,0,*5DH3,davisjd01\
195,Jonathan\'a0Davis,31,MIA,NL,34,104,90,22,22,4,1,2,10,1,2,7,29,0.244,0.307,0.378,0.685,86,34,1,2,2,2,0,8/H97,davisjo05\
196,Yonathan\'a0Daza,29,COL,NL,24,80,74,8,20,6,0,0,7,1,0,3,13,0.27,0.304,0.351,0.655,69,26,5,1,1,1,0,8/H9,dazayo01\
197,Bryan\'a0De\'a0La\'a0Cruz,26,MIA,NL,135,557,513,54,133,30,0,18,71,3,1,37,128,0.259,0.308,0.423,0.731,97,217,14,1,0,5,0,*79/8HD,delacbr01\
198,Elly\'a0De\'a0La\'a0Cruz#,21,CIN,NL,81,360,328,57,79,14,6,11,36,26,7,28,122,0.241,0.304,0.421,0.724,92,138,5,2,1,1,3,65/DH,delacel01\
199,Paul\'a0DeJong,29,TOT,MLB,107,393,365,41,76,12,0,14,38,4,4,21,121,0.208,0.26,0.356,0.616,67,130,10,5,0,2,0,*6/H4D,dejonpa01\
200,Paul\'a0DeJong,29,TOT,NL,94,349,321,40,73,12,0,14,37,4,4,21,103,0.227,0.284,0.396,0.679,84,127,9,5,0,2,0,6/H4D,dejonpa01\
201,Paul\'a0DeJong,29,STL,NL,81,306,279,38,65,11,0,13,32,4,4,21,87,0.233,0.297,0.412,0.71,92,115,8,5,0,1,0,6/H,dejonpa01\
202,Paul\'a0DeJong,29,TOR,AL,13,44,44,1,3,0,0,0,1,0,0,0,18,0.068,0.068,0.068,0.136,-62,3,1,0,0,0,0,6,dejonpa01\
203,Paul\'a0DeJong,29,SFG,NL,13,43,42,2,8,1,0,1,5,0,0,0,16,0.19,0.186,0.286,0.472,28,12,1,0,0,1,0,6/H4D,dejonpa01\
204,Jason\'a0Delay,28,PIT,NL,63,162,145,17,38,10,1,1,16,0,0,12,38,0.262,0.325,0.366,0.691,87,53,4,2,2,1,0,2/H,delayja01\
205,Jonny\'a0Deluca,24,LAD,NL,24,45,42,5,11,1,0,2,6,1,0,3,8,0.262,0.311,0.429,0.74,98,18,0,0,0,0,0,H/789D,delucjo01\
206,Rafael\'a0Devers*,26,BOS,AL,133,574,513,78,137,33,0,29,91,3,1,49,112,0.267,0.34,0.501,0.841,122,257,11,9,0,3,6,*5/DH6,deverra01\
207,Aledmys\'a0D\'edaz,32,OAK,AL,97,312,283,23,65,18,1,4,23,1,0,17,63,0.23,0.286,0.343,0.629,79,97,12,7,1,4,2,65H43/7D,diazal02\
208,Alexis\'a0D\'edaz,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazal03\
209,Elias\'a0D\'edaz,32,COL,NL,124,469,434,42,116,22,1,14,67,1,0,29,105,0.267,0.313,0.419,0.733,88,182,9,2,0,4,0,*2H/D,diazel01\
210,Isan\'a0D\'edaz*,27,TOT,MLB,8,26,24,0,1,0,0,0,1,0,0,2,9,0.042,0.115,0.042,0.157,-54,1,0,0,0,0,0,/45H,diazis01\
211,Isan\'a0D\'edaz*,27,SFG,NL,6,21,19,0,1,0,0,0,1,0,0,2,7,0.053,0.143,0.053,0.195,-42,1,0,0,0,0,0,/45,diazis01\
212,Isan\'a0D\'edaz*,27,DET,AL,2,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/4H,diazis01\
213,Jordan\'a0Diaz,22,OAK,AL,75,245,226,20,54,7,0,10,25,0,1,16,59,0.239,0.294,0.403,0.697,96,91,10,2,0,1,0,45D/H3,diazjo03\
214,Yainer\'a0Diaz,24,HOU,AL,93,341,322,44,91,19,0,21,54,0,0,10,63,0.283,0.305,0.537,0.842,125,173,11,3,0,6,0,2DH/3,diazya02\
215,Yandy\'a0D\'edaz,31,TBR,AL,120,533,466,84,147,28,0,18,67,0,1,58,86,0.315,0.398,0.491,0.889,146,229,14,7,0,2,0,*3D/5H,diazya01\
216,Corey\'a0Dickerson*,34,WSN,NL,50,152,144,12,36,7,1,2,17,0,1,7,28,0.25,0.283,0.354,0.637,76,51,3,0,0,1,0,7/HD9,dickeco01\
217,Brandon\'a0Dixon,31,SDP,NL,33,86,79,10,16,4,0,2,9,1,0,1,31,0.203,0.244,0.329,0.573,59,26,1,4,0,2,0,3/H9D71,dixonbr01\
218,Jasson\'a0Dom\'ednguez#,20,NYY,AL,7,29,27,6,8,1,0,4,7,1,0,2,5,0.296,0.345,0.778,1.123,195,21,1,0,0,0,0,/8,dominja01\
219,Josh\'a0Donaldson,37,NYY,AL,33,120,106,13,15,1,0,10,15,0,0,12,32,0.142,0.225,0.434,0.659,75,46,2,0,0,2,0,5/DH1,donaljo02\
220,Brendan\'a0Donovan*,26,STL,NL,95,371,327,48,93,10,1,11,34,5,1,33,53,0.284,0.365,0.422,0.787,116,138,4,9,1,1,2,47D3H/956,donovbr01\
221,Camilo\'a0Doval,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,dovalca01\
222,Jeter\'a0Downs,24,WSN,NL,6,9,5,4,2,0,0,0,1,2,0,4,1,0.4,0.667,0.4,1.067,209,2,0,0,0,0,0,/64H,downsje01\
223,Brenton\'a0Doyle,25,COL,NL,106,355,327,40,62,12,3,8,33,17,4,19,131,0.19,0.241,0.318,0.559,43,104,6,4,2,3,0,*8/H,doylebr02\
224,Hunter\'a0Dozier,31,KCR,AL,29,91,82,8,15,2,1,2,9,2,0,8,29,0.183,0.253,0.305,0.558,52,25,0,0,0,1,0,5/397HD,doziehu01\
225,Brandon\'a0Drury,30,LAA,AL,106,440,409,50,107,24,3,20,67,0,2,21,114,0.262,0.302,0.482,0.784,107,197,13,5,0,5,0,43/DH,drurybr01\
226,Daniel\'a0Duarte,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duartda01\
227,Mauricio\'a0Dub\'f3n,28,HOU,AL,116,448,426,69,117,24,2,9,40,7,2,16,61,0.275,0.304,0.404,0.707,93,172,10,3,0,3,0,48H/76359,dubonma01\
228,Matt\'a0Duffy,32,KCR,AL,73,188,173,15,44,7,0,1,12,1,0,11,34,0.254,0.309,0.312,0.621,71,54,3,3,0,1,0,54H3/D16,duffyma01\
229,Ezequiel\'a0Duran,24,TEX,AL,113,419,387,53,107,20,2,14,45,8,4,22,115,0.276,0.325,0.447,0.772,108,173,7,7,1,2,1,675D/H439,duranez01\
230,Jarren\'a0Duran*,26,BOS,AL,102,362,332,46,98,34,2,8,40,24,2,24,90,0.295,0.346,0.482,0.828,120,160,3,3,0,2,1,*87H/D9,duranja01\
231,Adam\'a0Duvall,34,BOS,AL,78,302,273,41,71,22,1,19,52,4,0,21,91,0.26,0.321,0.557,0.878,129,152,0,5,0,3,1,89/HD7,duvalad01\
232,Nate\'a0Eaton,26,KCR,AL,28,56,53,2,4,0,0,0,1,3,0,2,21,0.075,0.125,0.075,0.2,-43,4,0,1,0,0,0,7/H89D51,eatonna01\
233,Tommy\'a0Edman#,28,STL,NL,118,448,402,62,99,23,4,12,45,24,3,32,72,0.246,0.31,0.413,0.723,97,166,8,7,3,4,1,684/9H,edmanto01\
234,Xavier\'a0Edwards#,23,MIA,NL,13,35,34,7,11,2,0,0,2,1,0,0,5,0.324,0.324,0.382,0.706,93,13,1,0,1,0,0,/48H,edwarxa01\
235,Drew\'a0Ellis,27,PHI,NL,12,29,23,4,5,0,0,2,4,0,1,6,7,0.217,0.379,0.478,0.858,134,11,0,0,0,0,0,/35H,ellisdr01\
236,Christian\'a0Encarnacion-Strand,23,CIN,NL,48,183,170,17,45,7,0,6,22,1,0,8,53,0.265,0.317,0.412,0.729,94,70,3,5,0,0,0,3D/5H9,encarch01\
237,Adam\'a0Engel,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,-100,0,0,0,0,0,0,/8H7,engelad01\
238,Eduardo\'a0Escobar#,34,TOT,MLB,83,262,243,32,57,6,5,6,28,2,1,16,63,0.235,0.28,0.374,0.654,77,91,7,0,1,2,0,54H/3D16,escobed01\
239,Eduardo\'a0Escobar#,34,NYM,NL,40,120,110,15,26,3,2,4,16,2,0,8,24,0.236,0.286,0.409,0.695,90,45,4,0,1,1,0,5/4HD6,escobed01\
240,Eduardo\'a0Escobar#,34,LAA,AL,43,142,133,17,31,3,3,2,12,0,1,8,39,0.233,0.275,0.346,0.621,66,46,3,0,0,1,0,54H/31,escobed01\
241,Santiago\'a0Espinal,28,TOR,AL,81,228,205,28,49,11,0,2,24,2,1,17,29,0.239,0.305,0.322,0.627,74,66,5,3,2,1,1,45H6/D,espinsa01\
242,Thairo\'a0Estrada,27,SFG,NL,99,441,410,54,112,25,1,10,41,19,5,19,107,0.273,0.32,0.412,0.732,100,169,8,10,0,2,1,46/7D,estrath01\
243,Stuart\'a0Fairchild,27,CIN,NL,88,242,206,31,46,13,2,5,27,10,2,25,64,0.223,0.322,0.379,0.701,87,78,2,6,3,2,0,798H/D,faircst01\
244,Kyle\'a0Farmer,32,MIN,AL,100,292,266,39,67,10,2,9,31,1,2,17,71,0.252,0.312,0.406,0.718,95,108,5,7,0,2,0,456H/73D,farmeky01\
