,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos\'a0Summary,Name-additional\
735,Bryson\'a0Stott*,25,PHI,NL,132,561,514,70,151,29,2,14,55,28,2,34,85,0.294,0.339,0.44,0.778,112,226,10,5,0,8,1,*4/HD,stottbr01\
736,Kyle\'a0Stowers*,25,BAL,AL,14,33,30,1,2,0,0,0,0,0,0,3,12,0.067,0.152,0.067,0.218,-36,2,1,0,0,0,0,/97HD,stoweky01\
737,Myles\'a0Straw,28,CLE,AL,132,468,419,51,98,16,3,1,26,17,5,38,89,0.234,0.297,0.294,0.59,66,123,9,1,6,4,0,*8/H,strawmy01\
738,Garrett\'a0Stubbs*,30,PHI,NL,35,102,91,11,20,4,1,0,8,1,0,8,22,0.22,0.297,0.286,0.583,62,26,0,2,1,0,0,2/H7,stubbga01\
739,Eugenio\'a0Su\'e1rez,31,SEA,AL,141,606,521,58,122,24,0,19,84,2,1,61,183,0.234,0.327,0.39,0.716,100,203,9,15,0,9,0,*5/D,suareeu01\
740,Brett\'a0Sullivan*,29,SDP,NL,21,49,47,4,8,3,0,1,5,0,0,1,13,0.17,0.184,0.298,0.482,32,14,0,0,0,1,0,2/H,sullibr01\
741,Brent\'a0Suter*,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,suterbr01\
742,Jack\'a0Suwinski*,24,PIT,NL,124,453,377,53,78,18,1,24,61,9,2,66,150,0.207,0.331,0.451,0.782,110,170,1,6,0,4,0,*897/HD,suwinja01\
743,Seiya\'a0Suzuki,28,CHC,NL,119,499,443,63,123,27,5,16,58,5,7,48,116,0.278,0.347,0.47,0.816,117,208,8,2,0,6,1,*9/DH,suzukse01\
744,Dansby\'a0Swanson,29,CHC,NL,128,553,488,68,119,21,2,19,71,6,1,60,137,0.244,0.329,0.412,0.741,98,201,7,3,0,2,0,*6,swansda01\
745,Domingo\'a0Tapia,31,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,tapiado01\
746,Raimel\'a0Tapia*,29,TOT,MLB,59,158,139,24,32,4,1,3,13,8,2,15,39,0.23,0.308,0.338,0.646,75,47,2,1,1,1,0,9H7/8D,tapiara01\
747,Raimel\'a0Tapia*,29,BOS,AL,39,97,87,14,23,4,1,1,10,6,1,9,19,0.264,0.333,0.368,0.701,89,32,1,0,0,0,0,H7/89D,tapiara01\
748,Raimel\'a0Tapia*,29,MIL,NL,20,61,52,10,9,0,0,2,3,2,1,6,20,0.173,0.267,0.288,0.555,52,15,1,1,1,1,0,9/H87,tapiara01\
749,Fernando\'a0Tatis\'a0Jr.,24,SDP,NL,122,553,500,80,130,29,1,23,71,25,4,46,120,0.26,0.324,0.46,0.784,117,230,13,3,1,3,0,*9/8D4H,tatisfe02\
750,Mike\'a0Tauchman*,32,CHC,NL,90,343,291,57,74,15,0,7,45,6,1,46,72,0.254,0.357,0.378,0.735,99,110,3,2,1,3,0,8HD9/7,tauchmi01\
751,Leody\'a0Taveras#,24,TEX,AL,123,481,448,55,119,29,3,12,59,13,4,27,104,0.266,0.307,0.424,0.731,96,190,2,1,2,3,0,*8/HD,taverle01\
752,Chris\'a0Taylor,32,LAD,NL,100,328,286,45,67,14,1,15,48,15,2,38,105,0.234,0.329,0.448,0.777,108,128,2,3,0,1,2,765H/D84,tayloch03\
753,Michael\'a0A.\'a0Taylor,32,MIN,AL,120,354,327,45,75,14,0,20,47,13,1,21,118,0.229,0.281,0.456,0.737,98,149,7,3,2,1,0,*8H,taylomi02\
754,Samad\'a0Taylor,24,KCR,AL,31,69,60,11,12,2,1,0,4,8,0,7,22,0.2,0.279,0.267,0.546,51,16,1,0,1,1,0,74H/58,taylosa04\
755,Tyrone\'a0Taylor,29,MIL,NL,63,178,168,23,34,9,1,5,20,7,0,6,38,0.202,0.242,0.357,0.599,60,60,9,3,0,1,0,9H/78D,tayloty01\
756,Rowdy\'a0Tellez*,28,MIL,NL,91,319,284,24,61,8,1,13,44,0,0,31,76,0.215,0.288,0.387,0.676,82,110,11,0,0,4,2,3DH,tellero01\
757,Jos\'e9\'a0Tena*,22,CLE,AL,6,14,13,2,3,1,0,0,2,0,0,1,5,0.231,0.286,0.308,0.593,66,4,0,0,0,0,0,/6H4D,tenajo01\
758,Matt\'a0Thaiss*,28,LAA,AL,92,296,252,31,55,6,0,8,30,2,0,35,77,0.218,0.324,0.337,0.662,80,85,4,6,0,3,1,2H/3D,thaisma01\
759,Alek\'a0Thomas*,23,ARI,NL,106,333,311,44,74,15,4,8,31,9,1,16,73,0.238,0.28,0.389,0.669,81,121,4,3,1,2,1,*8H/D,thomaal01\
760,Cody\'a0Thomas*,28,OAK,AL,19,46,42,1,10,3,0,1,2,0,0,4,17,0.238,0.304,0.381,0.685,94,16,1,0,0,0,0,9/HD7,thomaco01\
761,Lane\'a0Thomas,27,WSN,NL,135,584,537,91,153,32,3,23,74,17,3,33,151,0.285,0.334,0.484,0.818,124,260,4,9,0,5,0,*98/H1,thomala02\
762,Bubba\'a0Thompson,25,TEX,AL,37,60,53,10,9,4,1,0,4,4,2,4,16,0.17,0.237,0.283,0.52,41,15,0,1,1,1,0,7H/9D8,thompbu01\
763,Trayce\'a0Thompson,32,TOT,MLB,54,132,113,16,19,1,0,6,16,1,0,18,58,0.168,0.288,0.336,0.624,69,38,1,1,0,0,0,8H79/D,thomptr01\
764,Trayce\'a0Thompson,32,LAD,NL,36,87,71,12,11,0,0,5,14,0,0,15,37,0.155,0.31,0.366,0.677,83,26,0,1,0,0,0,8H7/9D,thomptr01\
765,Trayce\'a0Thompson,32,CHW,AL,18,45,42,4,8,1,0,1,2,1,0,3,21,0.19,0.244,0.286,0.53,45,12,1,0,0,0,0,/89H7,thomptr01\
766,Michael\'a0Toglia#,24,COL,NL,45,152,141,18,23,5,0,4,9,1,1,10,50,0.163,0.224,0.284,0.507,30,40,3,1,0,0,0,39/HD7,toglimi01\
767,Justin\'a0Topa,32,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,topaju01\
768,Spencer\'a0Torkelson,23,DET,AL,139,594,522,78,121,30,1,27,76,3,0,63,145,0.232,0.318,0.448,0.766,106,234,12,5,0,4,1,*3/D,torkesp01\
769,Abraham\'a0Toro#,26,MIL,NL,9,21,18,4,8,0,0,2,9,0,0,2,5,0.444,0.524,0.778,1.302,249,14,0,1,0,0,0,/5H3D,toroab01\
770,Luis\'a0Torrens,27,CHC,NL,13,22,20,1,5,1,0,0,3,0,0,1,8,0.25,0.318,0.3,0.618,68,6,0,1,0,0,0,/DH27,torrelu01\
771,Gleyber\'a0Torres,26,NYY,AL,138,584,521,79,142,23,2,25,62,13,6,54,83,0.273,0.341,0.468,0.809,119,244,18,3,0,6,0,*4D/H,torregl01\
772,Ezequiel\'a0Tovar,21,COL,NL,132,532,501,71,128,31,3,15,64,10,5,23,143,0.255,0.292,0.419,0.711,81,210,9,4,1,3,0,*6,tovarez01\
773,Taylor\'a0Trammell*,25,SEA,AL,22,56,46,7,6,0,0,3,11,0,1,9,22,0.13,0.286,0.326,0.612,71,15,2,1,0,0,0,7/DH8,trammta01\
774,Alan\'a0Trejo,27,COL,NL,72,193,178,19,42,11,0,3,22,5,0,12,46,0.236,0.281,0.348,0.63,62,62,3,0,1,2,0,45H/61D,trejoal01\
775,Jose\'a0Trevino,30,NYY,AL,55,168,157,15,33,4,0,4,15,0,0,8,22,0.21,0.257,0.312,0.57,56,49,6,2,1,0,0,2/H,trevijo01\
776,Jared\'a0Triolo,25,PIT,NL,36,137,121,16,33,2,0,1,16,3,1,12,42,0.273,0.35,0.314,0.664,83,38,0,3,0,1,0,5/4HD,triolja01\
777,Chadwick\'a0Tromp,28,ATL,NL,6,16,16,1,2,1,0,0,1,0,0,0,7,0.125,0.125,0.188,0.313,-18,3,0,0,0,0,0,/2,trompch01\
778,Mike\'a0Trout,31,LAA,AL,82,362,308,54,81,14,1,18,44,2,0,45,104,0.263,0.367,0.49,0.858,129,151,4,7,0,2,2,8/DH,troutmi01\
779,Cole\'a0Tucker#,26,COL,NL,4,9,7,2,3,0,0,0,2,0,0,1,2,0.429,0.556,0.429,0.984,161,3,0,1,0,0,0,/8H9D,tuckeco01\
780,Kyle\'a0Tucker*,26,HOU,AL,138,593,504,83,145,31,0,26,99,26,4,72,79,0.288,0.373,0.504,0.877,139,254,11,2,0,9,7,*9/DH,tuckeky01\
781,Brice\'a0Turang*,23,MIL,NL,116,393,356,39,79,8,3,6,33,20,4,34,83,0.222,0.29,0.312,0.602,65,111,7,1,0,2,1,*46H/D,turanbr02\
782,Justin\'a0Turner,38,BOS,AL,128,551,488,82,138,28,0,22,92,4,0,47,94,0.283,0.354,0.475,0.829,120,232,10,10,0,6,0,D34/5H,turneju01\
783,Trea\'a0Turner,30,PHI,NL,136,608,565,88,150,30,5,23,68,26,0,39,140,0.265,0.316,0.458,0.774,109,259,8,3,0,1,2,*6/D,turnetr01\
784,Luis\'a0Ur\'edas,26,TOT,MLB,43,143,117,14,21,4,0,3,17,0,0,16,30,0.179,0.319,0.291,0.61,67,34,3,8,0,0,0,45/H,uriaslu01\
785,Luis\'a0Ur\'edas,26,MIL,NL,20,68,55,5,8,2,0,1,5,0,0,7,15,0.145,0.299,0.236,0.535,49,13,1,5,0,0,0,45/H,uriaslu01\
786,Luis\'a0Ur\'edas,26,BOS,AL,23,75,62,9,13,2,0,2,12,0,0,9,15,0.21,0.338,0.339,0.677,83,21,2,3,0,0,0,4/5H,uriaslu01\
787,Ram\'f3n\'a0Ur\'edas,29,BAL,AL,98,357,324,42,87,22,2,4,39,3,1,24,87,0.269,0.333,0.386,0.719,100,125,9,8,0,1,0,543/HD,uriasra01\
788,Gio\'a0Urshela,31,LAA,AL,62,228,214,22,64,8,1,2,24,3,2,10,36,0.299,0.329,0.374,0.703,90,80,9,1,0,3,0,53/6H4,urshegi01\
789,Enmanuel\'a0Valdez*,24,BOS,AL,39,117,109,13,27,4,0,5,15,4,1,6,30,0.248,0.293,0.422,0.715,89,46,2,1,0,0,0,4/H6,valdeen01\
790,Ildemaro\'a0Vargas#,31,WSN,NL,71,230,215,26,51,10,1,4,27,0,1,12,15,0.237,0.276,0.349,0.625,73,75,9,0,2,1,0,54H67/19,vargail01\
791,Miguel\'a0Vargas,23,LAD,NL,81,304,256,36,50,15,4,7,32,3,2,38,61,0.195,0.305,0.367,0.672,82,94,1,4,1,4,1,4H/3D,vargami01\
792,Daulton\'a0Varsho*,26,TOR,AL,139,519,469,55,103,21,1,16,51,15,7,41,122,0.22,0.286,0.371,0.657,80,174,5,4,1,3,0,*78/HD,varshda01\
793,Andrew\'a0Vaughn,25,CHW,AL,131,534,490,60,127,26,2,19,72,0,0,31,106,0.259,0.316,0.437,0.753,103,214,14,11,0,2,0,*3/DH,vaughan01\
794,Terrin\'a0Vavra*,26,BAL,AL,27,56,49,9,12,0,0,0,5,1,0,5,12,0.245,0.315,0.245,0.56,59,12,5,0,2,0,0,9/7HD54,vavrate01\
795,Christian\'a0V\'e1zquez,32,MIN,AL,89,308,283,30,62,11,0,6,28,0,0,22,67,0.219,0.277,0.322,0.598,64,91,9,1,1,1,1,2/3H4,vazquch01\
796,Andrew\'a0Velazquez#,28,LAA,AL,54,94,81,12,14,3,0,2,3,13,3,10,30,0.173,0.264,0.284,0.548,48,23,1,0,3,0,0,6H4/8,velazan01\
797,Nelson\'a0Vel\'e1zquez,24,TOT,MLB,37,116,107,24,27,5,0,12,23,0,0,8,30,0.252,0.31,0.636,0.946,148,68,3,1,0,0,0,9D/H78,velazne01\
798,Nelson\'a0Vel\'e1zquez,24,CHC,NL,13,32,29,8,7,2,0,3,6,0,0,3,8,0.241,0.313,0.621,0.933,142,18,1,0,0,0,0,/DH987,velazne01\
799,Nelson\'a0Vel\'e1zquez,24,KCR,AL,24,84,78,16,20,3,0,9,17,0,0,5,22,0.256,0.31,0.641,0.951,150,50,2,1,0,0,0,9/D7H,velazne01\
800,Alex\'a0Verdugo*,27,BOS,AL,125,541,489,77,136,35,5,13,53,4,3,42,78,0.278,0.34,0.45,0.79,110,220,8,6,0,4,1,*9/H,verdual01\
801,Alex\'a0Vesia*,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vesiaal01\
802,Mark\'a0Vientos,23,NYM,NL,45,156,144,10,30,5,1,4,13,0,0,7,49,0.208,0.256,0.34,0.597,64,49,3,3,0,2,0,D5/3H,vientma01\
803,Matt\'a0Vierling,26,DET,AL,113,437,401,47,107,15,3,7,32,5,6,31,92,0.267,0.326,0.372,0.697,90,149,8,4,1,0,0,*9875H/4,vierlma01\
804,David\'a0Villar,26,SFG,NL,46,140,124,15,18,6,0,5,12,1,1,11,45,0.145,0.236,0.315,0.55,50,39,1,4,0,1,0,45/3HD1,villada01\
805,Meibrys\'a0Viloria*,26,CLE,AL,10,4,3,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,-20,0,1,0,0,0,0,2,vilorme01\
806,Daniel\'a0Vogelbach*,30,NYM,NL,98,307,265,32,60,7,0,13,44,0,0,40,78,0.226,0.332,0.4,0.732,102,106,6,2,0,0,1,DH,vogelda01\
807,Luke\'a0Voit,32,MIL,NL,22,74,68,5,15,3,0,0,4,2,0,4,27,0.221,0.284,0.265,0.548,51,18,3,2,0,0,0,3D/H,voitlu01\
808,Anthony\'a0Volpe,22,NYY,AL,140,524,468,56,100,18,4,20,57,22,5,48,144,0.214,0.293,0.397,0.69,87,186,9,5,1,2,0,*6/H,volpean01\
809,Jason\'a0Vosler*,29,CIN,NL,20,65,62,6,10,2,1,3,10,0,0,3,25,0.161,0.2,0.371,0.571,48,23,0,0,0,0,0,3/51H,vosleja01\
810,Joey\'a0Votto*,39,CIN,NL,51,195,170,20,34,5,0,13,33,0,0,20,55,0.2,0.303,0.459,0.761,100,78,1,5,0,0,0,3D/H,vottojo01\
811,LaMonte\'a0Wade\'a0Jr.*,29,SFG,NL,117,453,376,54,94,14,1,14,38,2,0,67,88,0.25,0.369,0.404,0.773,114,152,3,5,3,2,2,*37H/9D8,wadela01\
812,Tyler\'a0Wade*,28,OAK,AL,26,55,51,8,13,1,1,0,2,4,0,4,13,0.255,0.309,0.314,0.623,79,16,0,0,0,0,0,6/H759D,wadety01\
813,Christian\'a0Walker,32,ARI,NL,138,580,510,74,138,34,1,30,91,8,0,56,111,0.271,0.345,0.518,0.863,132,264,10,6,0,7,3,*3/DH,walkech02\
814,Jordan\'a0Walker,21,STL,NL,97,381,346,42,95,16,1,15,44,6,4,28,88,0.275,0.339,0.457,0.795,116,158,7,6,0,1,0,97/DH,walkejo02\
815,Forrest\'a0Wall*,27,ATL,NL,4,4,4,1,1,1,0,0,0,2,1,0,2,0.25,0.25,0.5,0.75,93,2,0,0,0,0,0,/H87,wallfo01\
816,Chad\'a0Wallach,31,LAA,AL,62,164,149,18,31,5,1,7,15,0,1,13,57,0.208,0.272,0.396,0.668,77,59,5,0,2,0,0,2/HD3,wallach01\
817,Matt\'a0Wallner*,25,MIN,AL,57,190,159,31,36,6,1,11,29,2,1,19,60,0.226,0.353,0.484,0.837,127,77,0,12,0,0,0,79/DH,wallnma01\
818,Taylor\'a0Walls#,26,TBR,AL,83,295,257,44,54,11,2,7,28,22,1,37,76,0.21,0.312,0.35,0.662,84,90,1,1,0,0,0,546/H,wallsta01\
819,Jared\'a0Walsh*,29,LAA,AL,28,78,67,5,8,4,0,1,5,0,0,11,26,0.119,0.244,0.224,0.467,28,15,1,0,0,0,0,3/H,walshja01\
820,Taylor\'a0Ward,29,LAA,AL,97,409,356,60,90,18,0,14,47,4,2,39,80,0.253,0.335,0.421,0.756,103,150,9,8,0,6,0,7/H3,wardta01\
821,Drew\'a0Waters#,24,KCR,AL,82,287,258,37,61,6,5,8,29,12,4,23,91,0.236,0.307,0.391,0.698,89,101,4,4,0,2,0,89/D7H,waterdr01\
822,Austin\'a0Wells*,23,NYY,AL,5,20,17,1,2,1,0,0,2,0,0,2,5,0.118,0.2,0.176,0.376,5,3,1,0,0,1,0,/2,wellsau01\
823,Joey\'a0Wendle*,33,MIA,NL,99,292,272,32,61,16,3,2,20,6,0,12,61,0.224,0.26,0.327,0.587,59,89,7,2,3,3,0,*6/H,wendljo01\
824,Hayden\'a0Wesneski,25,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wesneha01\
825,Jordan\'a0Westburg,24,BAL,AL,53,186,169,22,45,14,2,2,20,4,1,13,41,0.266,0.317,0.408,0.725,100,69,3,1,0,3,0,45H/D,westbjo01\
826,Eli\'a0White,29,ATL,NL,6,17,14,1,1,0,0,0,0,0,0,2,7,0.071,0.235,0.071,0.307,-12,1,0,1,0,0,0,/8H,whiteel04\
827,Garrett\'a0Whitlock,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,whitlga01\
828,Joey\'a0Wiemer,24,MIL,NL,124,394,352,47,73,17,0,13,40,11,4,36,108,0.207,0.287,0.366,0.653,77,129,4,4,0,2,0,*89/H7,wiemejo01\
829,Alika\'a0Williams,24,PIT,NL,36,97,88,6,19,5,0,0,6,0,0,8,27,0.216,0.289,0.273,0.561,54,24,2,1,0,0,0,6/H,willial04\
830,Luke\'a0Williams,26,TOT,NL,6,11,11,1,1,0,0,0,0,1,0,0,4,0.091,0.091,0.091,0.182,-50,1,0,0,0,0,0,/6HD1,willilu01\
831,Luke\'a0Williams,26,LAD,NL,4,10,10,0,1,0,0,0,0,1,0,0,3,0.1,0.1,0.1,0.2,-45,1,0,0,0,0,0,/61H,willilu01\
832,Luke\'a0Williams,26,ATL,NL,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/HD,willilu01\
833,Weston\'a0Wilson,28,PHI,NL,5,12,6,3,2,0,0,1,1,1,1,6,1,0.333,0.667,0.833,1.5,310,5,0,0,0,0,0,/7H9,wilsowe01\
834,Jesse\'a0Winker*,29,MIL,NL,61,197,166,16,33,5,0,1,23,0,0,26,51,0.199,0.32,0.247,0.567,58,41,0,4,0,1,0,DH/97,winkeje01\
835,Masyn\'a0Winn,21,STL,NL,17,62,60,5,10,2,0,1,4,1,0,1,14,0.167,0.18,0.25,0.43,17,15,0,0,1,0,0,6,winnma01\
836,Patrick\'a0Wisdom,31,CHC,NL,86,274,242,40,48,7,1,21,41,4,2,28,102,0.198,0.286,0.496,0.782,105,120,4,2,1,1,0,5HD3/79,wisdopa01\
837,Brett\'a0Wisely*,24,SFG,NL,51,131,120,10,21,5,0,2,8,2,1,9,40,0.175,0.231,0.267,0.497,37,32,2,0,1,1,0,48/H716,wiselbr01\
838,Bobby\'a0Witt,23,KCR,AL,138,605,565,79,154,26,8,28,85,39,10,31,112,0.273,0.313,0.496,0.808,116,280,7,4,1,4,1,*6D/H,wittbo02\
839,Nick\'a0Wittgren,32,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wittgni01\
840,Connor\'a0Wong,27,BOS,AL,111,355,326,53,82,24,2,9,35,6,2,22,113,0.252,0.308,0.42,0.728,93,137,3,5,1,1,0,*2/H4D,wongco01\
841,Kolten\'a0Wong*,32,TOT,MLB,72,224,201,22,33,6,0,3,22,1,2,17,47,0.164,0.241,0.239,0.48,36,48,1,4,0,2,0,4H/D,wongko01\
842,Kolten\'a0Wong*,32,SEA,AL,67,216,194,21,32,6,0,2,19,1,1,16,46,0.165,0.241,0.227,0.468,33,44,0,4,0,2,0,4/H,wongko01\
843,Kolten\'a0Wong*,32,LAD,NL,5,8,7,1,1,0,0,1,3,0,1,1,1,0.143,0.25,0.571,0.821,113,4,1,0,0,0,0,/H4D,wongko01\
844,Austin\'a0Wynns,32,TOT,NL,40,111,97,7,19,5,0,1,7,1,0,8,30,0.196,0.269,0.278,0.547,43,27,4,2,3,1,0,2/H,wynnsau01\
845,Austin\'a0Wynns,32,SFG,NL,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/2,wynnsau01\
846,Austin\'a0Wynns,32,LAD,NL,5,12,11,0,2,1,0,0,2,0,0,1,5,0.182,0.25,0.273,0.523,42,3,0,0,0,0,0,/2,wynnsau01\
847,Austin\'a0Wynns,32,COL,NL,34,97,84,7,17,4,0,1,5,1,0,7,23,0.202,0.277,0.286,0.562,46,24,4,2,3,1,0,2/H,wynnsau01\
848,Ryan\'a0Yarbrough,31,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,yarbrry01\
849,Ryan\'a0Yarbrough,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,yarbrry01\
850,Mike\'a0Yastrzemski*,32,SFG,NL,85,309,273,48,65,18,1,13,36,1,2,33,80,0.238,0.322,0.454,0.777,111,124,2,1,2,0,3,897/H,yastrmi01\
851,Christian\'a0Yelich*,31,MIL,NL,136,597,522,97,143,31,1,17,70,27,3,71,131,0.274,0.363,0.435,0.798,117,227,14,3,0,1,7,*7D/H,yelicch01\
852,Juan\'a0Yepez,25,STL,NL,20,46,42,5,9,1,0,2,2,0,1,3,13,0.214,0.283,0.381,0.664,80,16,0,1,0,0,0,/7DH9,yepezju01\
853,Masataka\'a0Yoshida*,29,BOS,AL,124,521,479,67,139,29,3,15,68,8,0,33,68,0.29,0.344,0.457,0.801,113,219,19,7,0,2,0,7D/H,yoshima02\
854,Alex\'a0Young*,29,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,youngal01\
855,Jacob\'a0Young,23,WSN,NL,12,42,37,5,11,5,0,0,4,2,0,4,8,0.297,0.366,0.432,0.798,122,16,2,0,1,0,0,8/DH,youngja03\
856,Jared\'a0Young*,27,CHC,NL,13,39,35,7,6,0,2,1,5,2,0,3,11,0.171,0.256,0.371,0.628,66,13,1,1,0,0,0,3/DH,youngja02\
857,Seby\'a0Zavala,29,CHW,AL,66,176,161,15,25,3,0,7,16,1,0,10,68,0.155,0.207,0.304,0.511,37,49,4,1,2,2,0,2/H,zavalse01\
858,Mike\'a0Zunino,32,CLE,AL,42,140,124,11,22,7,0,3,11,0,0,15,61,0.177,0.271,0.306,0.578,61,38,3,1,0,0,0,2,zuninmi01\
,LgAvg per 600 PA,,,,166,600,536,73,133,27,2,19,70,11,3,51,136,0.248,0.319,0.414,0.733,,222,12,7,1,4,1,,-9999\
},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
